ingred	Vegetable Biryani	136456	Pakistani	"2 tablespoons ghee (clarified butter), or olive oil"	oil
ingred	Vegetable Biryani	136456	Pakistani	"1 red onion, cut into 1/2-inch dice"	dice
ingred	Vegetable Biryani	136456	Pakistani	1/2 teaspoon cumin seed	seed
ingred	Vegetable Biryani	136456	Pakistani	1 (1 inch) piece cinnamon stick	stick
ingred	Vegetable Biryani	136456	Pakistani	7 peppercorns	peppercorns
ingred	Vegetable Biryani	136456	Pakistani	1 tablespoon ginger garlic paste	paste
ingred	Vegetable Biryani	136456	Pakistani	"1 tomato, diced"	diced
ingred	Vegetable Biryani	136456	Pakistani	1/2 cup water	water
ingred	Vegetable Biryani	136456	Pakistani	1/2 cup peas	peas
ingred	Vegetable Biryani	136456	Pakistani	1/2 cup diced carrot	carrot
ingred	Vegetable Biryani	136456	Pakistani	1/2 cup diced potato	potato
ingred	Vegetable Biryani	136456	Pakistani	1 cube chicken bouillon	bouillon
ingred	Vegetable Biryani	136456	Pakistani	1 teaspoon salt	salt
ingred	Vegetable Biryani	136456	Pakistani	1/4 teaspoon ground red chile pepper	pepper
ingred	Vegetable Biryani	136456	Pakistani	1/4 teaspoon black pepper	pepper
ingred	Vegetable Biryani	136456	Pakistani	1/2 teaspoon garam masala	masala
ingred	Vegetable Biryani	136456	Pakistani	1/4 teaspoon ground turmeric	turmeric
ingred	Vegetable Biryani	136456	Pakistani	4 cups water	water
ingred	Vegetable Biryani	136456	Pakistani	"2 cups basmati rice, rinsed and drained"	drained
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	"4 green (under ripe) mangoes - peeled, seeded, and cut into strips"	strips
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	"1 (1 inch) piece fresh ginger root, chopped"	chopped
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	"3 cloves garlic, peeled"	peeled
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	2 1/2 cups white sugar	sugar
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	1 teaspoon salt	salt
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	1/2 teaspoon red pepper flakes	flakes
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	1 teaspoon cumin seed	seed
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	2 cardamom pods	pods
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	4 cardamom seeds	seeds
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	1 (3 inch) cinnamon stick	stick
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	5 whole cloves	cloves
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	1 cup distilled white vinegar	vinegar
ingred	Kokus Mango Chutney from Pakistan	150337	Pakistani	"5 black peppercorns, crushed"	crushed
ingred	Butter Lamb Gravy	150812	Pakistani	"2 pounds boneless lamb shoulder, cut into 1 inch pieces"	pieces
ingred	Butter Lamb Gravy	150812	Pakistani	1/2 teaspoon garam masala	masala
ingred	Butter Lamb Gravy	150812	Pakistani	salt to taste	taste
ingred	Butter Lamb Gravy	150812	Pakistani	"2 tablespoons butter, divided"	divided
ingred	Butter Lamb Gravy	150812	Pakistani	"1 onion, chopped"	chopped
ingred	Butter Lamb Gravy	150812	Pakistani	1/2 teaspoon ground turmeric (optional)	(optional)
ingred	Butter Lamb Gravy	150812	Pakistani	1/2 teaspoon minced ginger	ginger
ingred	Butter Lamb Gravy	150812	Pakistani	1/2 teaspoon minced garlic	garlic
ingred	Butter Lamb Gravy	150812	Pakistani	"1/2 teaspoon cayenne pepper, or to taste"	taste
ingred	Butter Lamb Gravy	150812	Pakistani	1 tablespoon tomato paste	paste
ingred	Butter Lamb Gravy	150812	Pakistani	1 cup water	water
ingred	Butter Lamb Gravy	150812	Pakistani	1/2 cup heavy cream	cream
ingred	Butter Lamb Gravy	150812	Pakistani	1 tablespoon honey	honey
ingred	Butter Lamb Gravy	150812	Pakistani	1 cup chopped fresh cilantro	cilantro
ingred	Pakistani Spicy Chickpeas	16084	Pakistani	2 tablespoons vegetable oil	oil
ingred	Pakistani Spicy Chickpeas	16084	Pakistani	1 teaspoon cumin seeds	seeds
ingred	Pakistani Spicy Chickpeas	16084	Pakistani	1/2 teaspoon salt	salt
ingred	Pakistani Spicy Chickpeas	16084	Pakistani	1/2 teaspoon chili powder	powder
ingred	Pakistani Spicy Chickpeas	16084	Pakistani	1/2 teaspoon lemon pepper	pepper
ingred	Pakistani Spicy Chickpeas	16084	Pakistani	"2 tomatoes, chopped"	chopped
ingred	Pakistani Spicy Chickpeas	16084	Pakistani	"2 (15 ounce) cans garbanzo beans, drained"	drained
ingred	Pakistani Spicy Chickpeas	16084	Pakistani	1 tablespoon lemon juice	juice
ingred	Pakistani Spicy Chickpeas	16084	Pakistani	"1 onion, chopped"	chopped
ingred	Chicken Biryani	16102	Pakistani	4 tablespoons vegetable oil	oil
ingred	Chicken Biryani	16102	Pakistani	"4 small potatoes, peeled and halved"	halved
ingred	Chicken Biryani	16102	Pakistani	"2 large onions, finely chopped"	chopped
ingred	Chicken Biryani	16102	Pakistani	"2 cloves garlic, minced"	minced
ingred	Chicken Biryani	16102	Pakistani	1 tablespoon minced fresh ginger root	root
ingred	Chicken Biryani	16102	Pakistani	1/2 teaspoon chili powder	powder
ingred	Chicken Biryani	16102	Pakistani	1/2 teaspoon ground black pepper	pepper
ingred	Chicken Biryani	16102	Pakistani	1/2 teaspoon ground turmeric	turmeric
ingred	Chicken Biryani	16102	Pakistani	1 teaspoon ground cumin	cumin
ingred	Chicken Biryani	16102	Pakistani	1 teaspoon salt	salt
ingred	Chicken Biryani	16102	Pakistani	"2 medium tomatoes, peeled and chopped"	chopped
ingred	Chicken Biryani	16102	Pakistani	2 tablespoons plain yogurt	yogurt
ingred	Chicken Biryani	16102	Pakistani	2 tablespoons chopped fresh mint leaves	leaves
ingred	Chicken Biryani	16102	Pakistani	1/2 teaspoon ground cardamom	cardamom
ingred	Chicken Biryani	16102	Pakistani	1 (2 inch) piece cinnamon stick	stick
ingred	Chicken Biryani	16102	Pakistani	"3 pounds boneless, skinless chicken pieces cut into chunks"	chunks
ingred	Chicken Biryani	16102	Pakistani	2 1/2 tablespoons vegetable oil	oil
